file,line,tokens,original_text,display_text_fr
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,504,"B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0, B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,7,B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0,""""""contract_json"""": """"C:\\Users\\User\\Desktop\\ProjetPowerFlow\\IA\\GPT\\Core\\outputs\\b9_live_chain_contract_validator_v0\\B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0.json"""","",""""""contract_json"""": """"C:\\Users\\User\\Desktop\\ProjetPowerFlow\\IA\\GPT\\Core\\outputs\\b9_live_chain_contract_validator_v0\\Traduction à ajouter : B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0 (B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0).json"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,7,Traduction à ajouter : B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0 (B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0),""""""contract_json"""": """"C:\\Users\\User\\Desktop\\ProjetPowerFlow\\IA\\GPT\\Core\\outputs\\b9_live_chain_contract_validator_v0\\Traduction à ajouter : B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0 (B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0).json"""","",""""""contract_json"""": """"C:\\Users\\User\\Desktop\\ProjetPowerFlow\\IA\\GPT\\Core\\outputs\\b9_live_chain_contract_validator_v0\\Traduction à ajouter : Traduction à ajouter : B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0 (B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0) (Traduction à ajouter : B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0 (B9_LIVE_CHAIN_CONTRACT_VALIDATOR_V0)).json"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,505,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0166_FRESHNESS_GUARD","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,16,T0166_FRESHNESS_GUARD,""""""T0166_FRESHNESS_GUARD"""","",""""""Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,16,Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD),""""""Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD) (Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,506,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0147_LATEST_SCENE_CANDIDATE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,17,T0147_LATEST_SCENE_CANDIDATE,""""""T0147_LATEST_SCENE_CANDIDATE"""","",""""""Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,17,Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE),""""""Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE) (Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,507,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0167_B9_B6_REALIGNMENT","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,18,T0167_B9_B6_REALIGNMENT,""""""T0167_B9_B6_REALIGNMENT"""","",""""""Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,18,Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT),""""""Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT) (Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,508,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0148_LIVE_BRIEF_ONCE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,19,T0148_LIVE_BRIEF_ONCE,""""""T0148_LIVE_BRIEF_ONCE"""","",""""""Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,19,Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE),""""""Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE) (Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,509,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0155_TRADER_ATTENTION_PACKET","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,20,T0155_TRADER_ATTENTION_PACKET,""""""T0155_TRADER_ATTENTION_PACKET"""","",""""""Traduction à ajouter : T0155_TRADER_ATTENTION_PACKET (T0155_TRADER_ATTENTION_PACKET)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,20,Traduction à ajouter : T0155_TRADER_ATTENTION_PACKET (T0155_TRADER_ATTENTION_PACKET),""""""Traduction à ajouter : T0155_TRADER_ATTENTION_PACKET (T0155_TRADER_ATTENTION_PACKET)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0155_TRADER_ATTENTION_PACKET (T0155_TRADER_ATTENTION_PACKET) (Traduction à ajouter : T0155_TRADER_ATTENTION_PACKET (T0155_TRADER_ATTENTION_PACKET))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,510,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0156_REALITY_BOARD_CANDIDATE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,21,T0156_REALITY_BOARD_CANDIDATE,""""""T0156_REALITY_BOARD_CANDIDATE"""","",""""""Traduction à ajouter : T0156_REALITY_BOARD_CANDIDATE (T0156_REALITY_BOARD_CANDIDATE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,21,Traduction à ajouter : T0156_REALITY_BOARD_CANDIDATE (T0156_REALITY_BOARD_CANDIDATE),""""""Traduction à ajouter : T0156_REALITY_BOARD_CANDIDATE (T0156_REALITY_BOARD_CANDIDATE)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0156_REALITY_BOARD_CANDIDATE (T0156_REALITY_BOARD_CANDIDATE) (Traduction à ajouter : T0156_REALITY_BOARD_CANDIDATE (T0156_REALITY_BOARD_CANDIDATE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,511,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0169_SURFACE_ADAPTER_CANDIDATE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,22,T0169_SURFACE_ADAPTER_CANDIDATE,""""""T0169_SURFACE_ADAPTER_CANDIDATE"""","",""""""Traduction à ajouter : T0169_SURFACE_ADAPTER_CANDIDATE (T0169_SURFACE_ADAPTER_CANDIDATE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,22,Traduction à ajouter : T0169_SURFACE_ADAPTER_CANDIDATE (T0169_SURFACE_ADAPTER_CANDIDATE),""""""Traduction à ajouter : T0169_SURFACE_ADAPTER_CANDIDATE (T0169_SURFACE_ADAPTER_CANDIDATE)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0169_SURFACE_ADAPTER_CANDIDATE (T0169_SURFACE_ADAPTER_CANDIDATE) (Traduction à ajouter : T0169_SURFACE_ADAPTER_CANDIDATE (T0169_SURFACE_ADAPTER_CANDIDATE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,512,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0157_TELEGRAM_FR_GATE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,23,T0157_TELEGRAM_FR_GATE,""""""T0157_TELEGRAM_FR_GATE"""","",""""""Traduction à ajouter : T0157_TELEGRAM_FR_GATE (T0157_TELEGRAM_FR_GATE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,23,Traduction à ajouter : T0157_TELEGRAM_FR_GATE (T0157_TELEGRAM_FR_GATE),""""""Traduction à ajouter : T0157_TELEGRAM_FR_GATE (T0157_TELEGRAM_FR_GATE)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0157_TELEGRAM_FR_GATE (T0157_TELEGRAM_FR_GATE) (Traduction à ajouter : T0157_TELEGRAM_FR_GATE (T0157_TELEGRAM_FR_GATE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,513,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0170_TELEGRAM_MANUAL_APPROVAL","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,24,T0170_TELEGRAM_MANUAL_APPROVAL,""""""T0170_TELEGRAM_MANUAL_APPROVAL"""","",""""""Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,24,Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL),""""""Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL)"""","",""""""Traduction à ajouter : Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL) (Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,514,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0159_FRENCH_DISPLAY_CONTRACT","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,25,T0159_FRENCH_DISPLAY_CONTRACT,""""""T0159_FRENCH_DISPLAY_CONTRACT"""""",""""""Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT)""""""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,25,Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT),""""""Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT)"""""",""""""Traduction à ajouter : Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT) (Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT))"""""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,515,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0166_FRESHNESS_GUARD","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,39,T0166_FRESHNESS_GUARD,""""""step_id"""": """"T0166_FRESHNESS_GUARD"""","",""""""step_id"""": """"Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,39,Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD),""""""step_id"""": """"Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)"""","",""""""step_id"""": """"Traduction à ajouter : Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD) (Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,516,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, B9_LIVE_DATA_FRESHNESS_GUARD_V0","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,42,B9_LIVE_DATA_FRESHNESS_GUARD_V0,""""""required_path"""": """"outputs/b9_live_data_freshness_guard_v0/B9_LIVE_DATA_FRESHNESS_GUARD_V0.json"""","",""""""required_path"""": """"outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,42,Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0),""""""required_path"""": """"outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json"""","",""""""required_path"""": """"outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0)).json"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,517,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0147_LATEST_SCENE_CANDIDATE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,51,T0147_LATEST_SCENE_CANDIDATE,""""""step_id"""": """"T0147_LATEST_SCENE_CANDIDATE"""","",""""""step_id"""": """"Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,51,Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE),""""""step_id"""": """"Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)"""","",""""""step_id"""": """"Traduction à ajouter : Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE) (Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,518,"B9_LATEST_SCENE_CANDIDATE_V0, B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,54,B9_LATEST_SCENE_CANDIDATE_V0,""""""required_path"""": """"outputs/b9_live_scene_candidate_queue_v0/B9_LATEST_SCENE_CANDIDATE_V0.json"""","",""""""required_path"""": """"outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,54,Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0),""""""required_path"""": """"outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json"""","",""""""required_path"""": """"outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)).json"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,519,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0167_B9_B6_REALIGNMENT","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,63,T0167_B9_B6_REALIGNMENT,""""""step_id"""": """"T0167_B9_B6_REALIGNMENT"""","",""""""step_id"""": """"Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,63,Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT),""""""step_id"""": """"Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)"""","",""""""step_id"""": """"Traduction à ajouter : Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT) (Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT))"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,520,"B9_B6_AUTO_REALIGNMENT_V0, B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,66,B9_B6_AUTO_REALIGNMENT_V0,""""""required_path"""": """"outputs/b9_b6_auto_realignment_v0/B9_B6_AUTO_REALIGNMENT_V0.json"""","",""""""required_path"""": """"outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0).json"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,66,Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0),""""""required_path"""": """"outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0).json"""","",""""""required_path"""": """"outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0)).json"""","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,521,"B6_FILM_CARDS_V0, B6_SIMILARITY_INDEX_V0, B9_LATEST_SCENE_CANDIDATE_V0, B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,72,""B6_FILM_CARDS_V0, B6_SIMILARITY_INDEX_V0, B9_LATEST_SCENE_CANDIDATE_V0"",""""""command"""": """"python tools\\build_t0167_b9_b6_auto_realignment_runner.py --latest-scene-json outputs\\b9_live_scene_candidate_queue_v0\\B9_LATEST_SCENE_CANDIDATE_V0.json --b6-index-json outputs\\b6_similarity_index_v0\\B6_SIMILARITY_INDEX_V0.json --film-cards-json outputs\\b6_film_library_v0\\B6_FILM_CARDS_V0.json --output-dir outputs\\b9_b6_auto_realignment_v0 --top-k 5"""""",""""""command"""": """"python tools\\build_t0167_b9_b6_auto_realignment_runner.py --latest-scene-json outputs\\b9_live_scene_candidate_queue_v0\\Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json --b6-index-json outputs\\b6_similarity_index_v0\\Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0).json --film-cards-json outputs\\b6_film_library_v0\\Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0).json --output-dir outputs\\b9_b6_auto_realignment_v0 --top-k 5""""""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,72,""Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0), Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0), Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)"",""""""command"""": """"python tools\\build_t0167_b9_b6_auto_realignment_runner.py --latest-scene-json outputs\\b9_live_scene_candidate_queue_v0\\Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json --b6-index-json outputs\\b6_similarity_index_v0\\Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0).json --film-cards-json outputs\\b6_film_library_v0\\Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0).json --output-dir outputs\\b9_b6_auto_realignment_v0 --top-k 5"""""",""""""command"""": """"python tools\\build_t0167_b9_b6_auto_realignment_runner.py --latest-scene-json outputs\\b9_live_scene_candidate_queue_v0\\Dernière scène candidate B9 (Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)).json --b6-index-json outputs\\b6_similarity_index_v0\\Traduction à ajouter : Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0) (Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0)).json --film-cards-json outputs\\b6_film_library_v0\\Traduction à ajouter : Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0) (Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0)).json --output-dir outputs\\b9_b6_auto_realignment_v0 --top-k 5"""""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_LEAKS_V0.csv,522,"B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0, T0148_LIVE_BRIEF_ONCE","outputs\b9_live_chain_missing_input_resolver_v0\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json,75,T0148_LIVE_BRIEF_ONCE,""""""step_id"""": """"T0148_LIVE_BRIEF_ONCE"""","",""""""step_id"""": """"Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE)"""",""","outputs\b9_live_chain_missing_input_resolver_v0\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json,75,Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE),""""""step_id"""": """"Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE)"""","",""""""step_id"""": """"Traduction à ajouter : Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE) (Traduction à ajouter : T0148_LIVE_BRIEF_ONCE (T0148_LIVE_BRIEF_ONCE))"""","""
