film_id,date,time_start,time_end,session,source_family,summary_recovery_type,source_mode,data_visibility,confidence_cap,moment_type,label_fr,base,reaction,projection,judgment,raw_agreement,proxy_vs_raw_verdict,proxy_raw_agreement_state,source_quality_score,source_quality,source_quality_state,b6_memory_candidate_score,b6_memory_candidate_state,raw_texture_role,raw_delta_pips,raw_range_pips,raw_tick_count,memory_family,pattern_key,why_keep_for_memory,memory_use_case,similarity_features,limits
B6FC_20260505_1413_BDE6E508,2026-05-05,2026-05-05T14:13:00+00:00,2026-05-05T14:14:00+00:00,LONDON_NY_OVERLAP,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_BALANCED_AUCTION,Auction équilibrée proxy,Base scene: Auction équilibrée proxy (FLOW_BALANCED_AUCTION).,"Reaction raw progressive: delta -3.3 pips, range 5.5 pips, 165 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.60.","Judgment technique: B6_KEEP_CANDIDATE, CONFIRMED_BY_RAW, SOURCE_QUALITY_USABLE.",CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.760,SOURCE_QUALITY_USABLE,SOURCE_QUALITY_USABLE,0.880,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-3.3,5.5,165,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_USABLE,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.880.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_NY_OVERLAP; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_USABLE; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=PARTIAL_PROXY_COVERAGE; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1101_DF461CC5,2026-05-07,2026-05-07T11:01:00+00:00,2026-05-07T12:01:00+00:00,LONDON_MIDDAY_TRANSITION,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_ROTATIONAL,Rotation / respiration de zone,Base scene: Rotation / respiration de zone (FLOW_ROTATIONAL).,"Reaction raw progressive: delta -2.8 pips, range 14.7 pips, 3639 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.19.",KEEP fort: accord raw confirme et source quality forte.,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-2.8,14.7,3639,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_STRONG,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_MIDDAY_TRANSITION; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1201_D6C4BBD1,2026-05-07,2026-05-07T12:01:00+00:00,2026-05-07T13:01:00+00:00,LONDON_MIDDAY_TRANSITION,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw rotationnelle: respiration/rotation de zone, delta 1.2 pips, range 11.7 pips, 4288 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.10.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_ROTATION_CONFIRMED,1.2,11.7,4288,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.950.,Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_MIDDAY_TRANSITION; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1301_BF7C2857,2026-05-07,2026-05-07T13:01:00+00:00,2026-05-07T14:01:00+00:00,LONDON_NY_OVERLAP,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_WEAK_DIRECTIONAL,Flux faible / transition proxy,Base scene: Flux faible / transition proxy (FLOW_WEAK_DIRECTIONAL).,"Reaction raw rotationnelle: respiration/rotation de zone, delta -2.5 pips, range 13.2 pips, 5483 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.19.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_ROTATION_CONFIRMED,-2.5,13.2,5483,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.950.,Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_NY_OVERLAP; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1401_EAA2FC9D,2026-05-07,2026-05-07T14:01:00+00:00,2026-05-07T15:01:00+00:00,LONDON_NY_OVERLAP,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_ROTATIONAL,Rotation / respiration de zone,Base scene: Rotation / respiration de zone (FLOW_ROTATIONAL).,"Reaction raw rotationnelle: respiration/rotation de zone, delta 10.6 pips, range 18.5 pips, 5296 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.57.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_ROTATION_CONFIRMED,10.6,18.5,5296,ROTATION_BREATH_MEMORY,ROTATION_BREATH_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: ROTATION_BREATH_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.950.,"Comparer les respirations de zone, rotations et transitions sans durcir en prediction.",family=ROTATION_BREATH_MEMORY; session=LONDON_NY_OVERLAP; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1501_1425BC5D,2026-05-07,2026-05-07T15:01:00+00:00,2026-05-07T16:01:00+00:00,LONDON_NY_OVERLAP,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_ROTATIONAL,Rotation / respiration de zone,Base scene: Rotation / respiration de zone (FLOW_ROTATIONAL).,"Reaction raw progressive: delta -21.4 pips, range 26 pips, 5779 ticks.",Projection directionnelle lisible: delta/range=0.82.,KEEP fort: accord raw confirme et source quality forte.,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-21.4,26.0,5779,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_STRONG,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=LONDON_NY_OVERLAP; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1601_E69D7629,2026-05-07,2026-05-07T16:01:00+00:00,2026-05-07T17:01:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_ROTATIONAL,Rotation / respiration de zone,Base scene: Rotation / respiration de zone (FLOW_ROTATIONAL).,"Reaction raw progressive: delta -16.2 pips, range 19.9 pips, 5117 ticks.",Projection directionnelle lisible: delta/range=0.81.,KEEP fort: accord raw confirme et source quality forte.,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-16.2,19.9,5117,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_STRONG,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1701_EA08BFA0,2026-05-07,2026-05-07T17:01:00+00:00,2026-05-07T18:01:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw rotationnelle: respiration/rotation de zone, delta -6.4 pips, range 26.2 pips, 5185 ticks.","Projection faible: effort/rotation absorbe le deplacement, delta/range=0.24.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_ROTATION_CONFIRMED,-6.4,26.2,5185,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.950.,Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1801_34851863,2026-05-07,2026-05-07T18:01:00+00:00,2026-05-07T19:01:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw progressive: delta -8.2 pips, range 14.6 pips, 4462 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.56.",KEEP fort: accord raw confirme et source quality forte.,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-8.2,14.6,4462,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_STRONG,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_1901_9DB1A8C0,2026-05-07,2026-05-07T19:01:00+00:00,2026-05-07T20:01:00+00:00,NY_AFTERNOON,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw progressive: delta -14.5 pips, range 23.6 pips, 4797 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.61.",KEEP fort: accord raw confirme et source quality forte.,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,CONFIRMED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_PROGRESS_CONFIRMED,-14.5,23.6,4797,DIRECTIONAL_PROGRESS_MEMORY,DIRECTIONAL_PROGRESS_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|CONFIRMED_BY_RAW|RAW_PROGRESS_CONFIRMED|SOURCE_QUALITY_STRONG,"KEEP memoire: DIRECTIONAL_PROGRESS_MEMORY; KEEP prioritaire: scene confirmee raw, texture RAW_PROGRESS_CONFIRMED, provenance FORCE_SNAPSHOT_DERIVED, score memoire 0.950.",Comparer les scenes de progression / deplacement directionnel avec role raw explicite.,family=DIRECTIONAL_PROGRESS_MEMORY; session=NY_AFTERNOON; raw_texture=RAW_PROGRESS_CONFIRMED; raw_agreement=CONFIRMED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; CONFIRMED_BY_RAW: raw supports proxy reading; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260507_2301_EA921F32,2026-05-07,2026-05-07T23:01:00+00:00,2026-05-08T00:00:00+00:00,LATE_US_ASIA_HANDOVER,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_DIRECTIONAL_DISPLACEMENT,Déplacement directionnel proxy,Base scene: Déplacement directionnel proxy (FLOW_DIRECTIONAL_DISPLACEMENT).,"Reaction raw frictionnelle: activite lisible avec deplacement contraint, delta 0.1 pips, range 0.1 pips, 2 ticks.",Projection directionnelle lisible: delta/range=1.00.,"KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.830,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.920,B6_KEEP_CANDIDATE,RAW_FRICTION_CONFIRMED,0.1,0.1,2,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_FRICTION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.920.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=LATE_US_ASIA_HANDOVER; raw_texture=RAW_FRICTION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
B6FC_20260508_0004_6DEA5FBA,2026-05-08,2026-05-08T00:04:00+00:00,2026-05-08T01:04:00+00:00,ASIAN_SESSION,FORCE_SNAPSHOT_DERIVED,FORCE_SNAPSHOT_DERIVED,M1_BAR_PROXY,RECONSTRUCTED_FORCE_SNAPSHOT_DERIVED,0.35,FLOW_FRICTION_ABSORPTION_LIKE,Friction / absorption-like proxy,Base scene: Friction / absorption-like proxy (FLOW_FRICTION_ABSORPTION_LIKE).,"Reaction raw rotationnelle: respiration/rotation de zone, delta -3.3 pips, range 12.2 pips, 3732 ticks.","Projection partielle: mouvement utile mais encore nuance par la texture, delta/range=0.27.","KEEP nuance: scene utile, raw nuance la lecture sans la durcir en confirmation.",NUANCED_BY_RAW,NUANCED_BY_RAW,NUANCED_BY_RAW,0.880,SOURCE_QUALITY_STRONG,SOURCE_QUALITY_STRONG,0.950,B6_KEEP_CANDIDATE,RAW_ROTATION_CONFIRMED,-3.3,12.2,3732,FRICTION_ABSORPTION_MEMORY,FRICTION_ABSORPTION_MEMORY|FORCE_SNAPSHOT_DERIVED|M1_BAR_PROXY|NUANCED_BY_RAW|RAW_ROTATION_CONFIRMED|SOURCE_QUALITY_STRONG,KEEP memoire: FRICTION_ABSORPTION_MEMORY; KEEP nuance: raw nuance la scene mais qualite/texture suffisantes pour comparaison B6; provenance FORCE_SNAPSHOT_DERIVED; score memoire 0.950.,"Comparer les scenes d'effort visible sans resultat directionnel propre, absorption ou friction locale.",family=FRICTION_ABSORPTION_MEMORY; session=ASIAN_SESSION; raw_texture=RAW_ROTATION_CONFIRMED; raw_agreement=NUANCED_BY_RAW; source_quality=SOURCE_QUALITY_STRONG; source_family=FORCE_SNAPSHOT_DERIVED; source_mode=M1_BAR_PROXY,FORCE_SNAPSHOT_DERIVED: reconstruction force_snapshots_v2; not recovered existing summary; proxy/reconstructed reading; not full footprint claim; NUANCED_BY_RAW: useful but not hard-confirmed raw; source_quality_raw=FULL_DAY_M1_PROXY; confidence_cap=0.35; read-only; no DB write; no dashboard; no Telegram; no BUY/SELL; T0113 film card is comparative memory only; no prediction; no BUY/SELL; no probability of success
